stationID,stationName,Line,y,x
1212,??,K,37.545981,127.329098
1213,??,K,37.525545,127.372921
1214,??,K,37.516169,127.399367
1215,??,K,37.51382,127.443173
1216,??,K,37.506062,127.473868
1217,??(?????),K,37.492832,127.491814
1218,??,K,37.468672,127.547076
1219,??,K,37.48223,127.594647
1251,??(?????),K,37.556328,126.969522
1252,??(?????),K,37.559783,126.942319
1263,???,K,37.551881,126.935711
1265,??,K,37.568491,126.915487
1267,??,K,37.580842,126.895611
1268,??,K,37.602888,126.868387
1270,??,K,37.612102,126.834146
1271,??,K,37.618808,126.820783
1272,??,K,37.645676,126.801762
1273,??,K,37.658239,126.794461
1274,??,K,37.672346,126.786243
1275,??,K,37.682077,126.769846
1276,??,K,37.694023,126.761086
1277,??,K,37.712327,126.761356
1278,??,K,37.725826,126.767257
1279,??,K,37.751322,126.765347
1280,??,K,37.766217,126.774644
1282,??,K,37.796188,126.792587
1283,??,K,37.815298,126.792783
1284,??,K,37.854619,126.788047
1311,??,G,37.612887,127.103218
1312,??,G,37.634118,127.114757
1313,??,G,37.64202,127.12684
1314,???,G,37.648311,127.143952
1315,??,G,37.65108,127.176933
1316,??,G,37.637382,127.207853
1317,????,G,37.653225,127.244493
1318,???,G,37.658978,127.285379
1319,??,G,37.652782,127.311767
1320,???,G,37.684071,127.379319
1321,??,G,37.735488,127.42661
1322,??,G,37.770246,127.454821
1323,??,G,37.814536,127.510739
1324,???,G,37.832067,127.557695
1325,???,G,37.830779,127.58933
1326,??,G,37.805723,127.634146
1329,??,G,37.885054,127.717023
1401,??,1,36.801215,127.135763
1402,??(????),1,36.793759,127.1214
1403,??,1,36.792053,127.104361
1404,??,1,,
1405,??,1,36.777629,127.052991
1407,????,1,36.780483,127.003249
1408,??,1,36.769502,126.951108
1450,???,4,37.451673,127.002303
1451,????,4,37.443885,127.007888
1452,???,4,37.435675,127.006523
1453,??,4,37.433021,126.996568
1454,??????,4,37.426513,126.98978
1455,???,4,37.401553,126.976715
1456,??,4,37.394287,126.963883
1457,??,4,37.389793,126.950806
1708,??,1,37.372221,126.943429
1458,??,4,37.372221,126.943429
1503,??,KK,37.409522,127.20336
1504,????,KK,37.399907,127.25263
1505,??,KK,37.374419,127.299
1506,???,KK,37.351315,127.34674
1507,?????,KK,37.317185,127.40476
1508,??,KK,37.265579,127.44226
1509,??,KK,37.260192,127.490277
1510,?????,KK,37.295309,127.570938
1511,??,KK,,
1701,??,1,37.503039,126.881966
2748,???????,7,37.481072,126.882343
1702,???????,1,37.481072,126.882343
1703,????,1,37.455626,126.89398
1704,??,1,37.435047,126.902295
1705,??,1,37.419232,126.908706
1706,??,1,37.401592,126.922874
1707,??,1,37.384653,126.935433
1709,??,1,37.35356,126.948462
1710,??,1,37.320852,126.948217
1712,??,1,37.283862,126.989627
1713,??,1,37.265974,126.999874
1846,??,B,37.265974,126.999874
1714,??,1,37.466613,126.889249
1715,??,1,37.245025,127.013222
1716,??,1,37.207503,127.032731
1717,??,1,37.187533,127.04318
1718,???,1,37.168953,127.063197
1719,??,1,37.145885,127.06672
1720,??,1,37.109447,127.062278
1721,??,1,37.075696,127.054301
1722,???,1,37.056496,127.052819
1723,??,1,37.0188,127.070444
1724,??,1,36.990726,127.085159
1725,??,1,36.916076,127.126964
1726,??,1,36.870593,127.143904
1727,??,1,36.833705,127.14896
1728,??,1,36.810005,127.146826
1729,??,1,37.344285,126.948345
1749,???,1,37.195504,127.051672
1750,??,1,37.416182,126.884466
1751,??,4,37.358101,126.933274
1752,???,4,37.328467,126.917332
1753,??,4,37.312212,126.903524
1754,???,4,37.302795,126.866489
1755,???,4,37.309689,126.85344
1756,??,4,37.315941,126.838573
1757,??,4,37.316777,126.823249
1758,??,4,37.320646,126.805913
1759,??,4,37.327082,126.788532
1760,????,4,37.338212,126.765844
1761,??,4,37.351735,126.742989
1877,???,SU,37.362357,126.738714
1762,???,4,37.362357,126.738714
1763,???,4,37.349801,126.925365
1801,??,1,37.494594,126.85868
1802,???,1,37.494526,126.845365
1803,??,1,37.485178,126.811502
1804,??,1,37.48405,126.782686
1805,??,1,37.4876,126.753664
3120,??,I,37.489493,126.724805
1806,??,1,37.489493,126.724805
1807,??,1,37.483664,126.707704
1808,??,1,37.471408,126.702896
3218,??,I2,37.464941,126.679923
1809,??,1,37.464941,126.679923
1810,???,1,37.466769,126.656666
1811,???,1,37.475276,126.632802
1891,??,SU,37.476691,126.616936
1812,??,1,37.476691,126.616936
1815,??,1,37.488418,126.74109
1816,??,1,37.464737,126.694181
1817,??,1,37.468446,126.642706
2752,??,7,37.492258,126.823388
1821,??,1,37.492258,126.823388
1822,??,1,37.486562,126.764843
1823,??,1,37.46607,126.668672
1847,???,B,37.543617,127.044707
1848,??????,B,37.527381,127.040534
1814,??,1,37.482753,126.79544
4127,???,9,37.51098,127.043593
1850,???,B,37.51098,127.043593
1851,???,B,37.448605,127.126697
1852,??,B,37.440019,127.127709
1853,??,B,37.43213,127.129087
2827,??,8,37.43213,127.129087
1855,??,B,37.385126,127.123592
1856,??,B,37.378455,127.114322
4312,??,S,37.36706,127.108105
1857,??,B,37.36706,127.108105
1858,??,B,37.350077,127.10891
1859,??,B,37.339824,127.108942
1502,??,KK,37.396104,127.12827
1860,??,B,37.396104,127.12827
1861,??,B,37.312752,127.108196
1862,??,B,37.324753,127.107395
1864,??,B,37.286102,127.111313
4501,??,E,37.275619,127.115936
1865,??,B,37.275619,127.115936
1866,??,B,37.26181,127.108847
1867,??,B,37.259489,127.078934
1868,??,B,37.251568,127.071394
1869,??,B,37.245795,127.057353
1870,????,B,37.252759,127.040566
1871,????,B,37.261911,127.030736
1872,??,B,37.265481,127.015678
1879,??,SU,37.391769,126.742699
1880,????,SU,37.40095,126.733522
1881,????,SU,37.400614,126.722478
1882,???,SU,37.401637,126.708627
1883,???????,SU,37.407722,126.695216
1885,??,SU,37.417804,126.67894
1886,??,SU,37.428514,126.657772
1890,??,SU,37.46874,126.623853
1901,??,1,37.667503,127.044273
1902,??,1,37.679563,127.045595
1903,???,1,37.689313,127.046222
2712,???,7,37.689313,127.046222
1904,???,1,37.709914,127.047455
4602,??,U,37.724846,127.046895
1905,??,1,37.724846,127.046895
1906,???,1,37.738415,127.045958
1907,??,1,37.748577,127.044213
1908,??,1,37.75938,127.042292
1909,??,1,37.774381,127.044708
1910,??,1,37.818486,127.056486
1911,??,1,37.843188,127.061277
1912,??,1,37.892334,127.055716
1913,?????,1,37.901885,127.056482
1914,??,1,37.913702,127.057277
1915,???,1,37.927878,127.05479
1916,???,1,37.9481,127.061034
1951,??,3,37.653324,126.843041
1953,??,3,37.631626,126.811024
1249,??,K,37.631626,126.811024
1954,??,3,37.643114,126.78787
1955,??,3,37.652206,126.77762
1956,???,3,37.659477,126.773359
1957,??,3,37.670072,126.761334
1958,??,3,37.676087,126.747569
2511,??,5,37.577446,126.812741
2512,???,5,37.572399,126.806171
4102,????,9,37.562434,126.801058
4207,????,A,37.562434,126.801058
2513,????,5,37.562434,126.801058
2514,??,5,37.561184,126.811973
2515,??,5,37.560183,126.825448
2516,??,5,37.558598,126.837668
2517,???,5,37.548768,126.836318
2518,??,5,37.541513,126.840461
2519,???,5,37.531768,126.846683
260,???,2,37.531768,126.846683
2520,??,5,37.524997,126.856191
2521,??,5,37.526065,126.864931
2522,???,5,37.524496,126.875181
2523,??,5,37.525648,126.885778
2527,???,5,37.521624,126.924191
4115,???,9,37.521624,126.924191
2528,????,5,37.527098,126.932901
2529,??,5,37.539574,126.945932
1292,??,A,37.544018,126.951592
1262,??,K,37.544018,126.951592
2627,??,6,37.544018,126.951592
2530,??,5,37.544018,126.951592
2531,???,5,37.553736,126.95682
2533,???,5,37.565773,126.966641
2534,???,5,37.571026,126.976669
2635,??,6,37.560245,127.013828
2538,??,5,37.560245,127.013828
2539,???,5,37.554548,127.020331
2540,??,5,37.557322,127.029476
2542,??,5,37.5661,127.042973
2543,???,5,37.566747,127.052704
2544,???,5,37.56144,127.064623
2727,??,7,37.557121,127.079542
2545,??,5,37.557121,127.079542
2546,???,5,37.551691,127.089761
2547,???,5,37.545303,127.10357
2812,??,8,37.538397,127.123572
2548,??,5,37.538397,127.123572
2549,??,5,37.535804,127.132481
2550,??,5,37.537801,127.140004
2551,????,5,37.545477,127.142853
2552,??,5,37.55137,127.143999
2553,??,5,37.555004,127.154151
2555,???,5,37.527788,127.136248
2556,?????,5,37.516078,127.130848
2557,??,5,37.508857,127.126133
2558,??,5,37.502162,127.128111
342,??,3,37.502162,127.128111
2559,??,5,37.498079,127.13482
2560,??,5,37.493105,127.14415
2561,??,5,37.49499,127.152781
2611,??,6,37.598605,126.915577
2612,??,6,37.606021,126.922744
2614,???,6,37.618456,126.933031
2616,??,6,37.611377,126.91727
2617,??,6,37.591148,126.913629
2618,??,6,37.583876,126.909645
1294,????????,A,37.576646,126.900984
2619,????????,6,37.576646,126.900984
1266,????????,K,37.576646,126.900984
2620,??????,6,37.569532,126.899298
2621,????,6,37.563515,126.903343
2622,??,6,37.556094,126.910052
2624,??,6,37.547716,126.922852
2625,???,6,37.547456,126.931993
2626,??,6,37.547771,126.942069
1261,?????,K,37.539261,126.961351
2628,?????,6,37.539261,126.961351
2630,???,6,37.534675,126.986695
2631,???,6,37.534488,126.994302
2632,???,6,37.539631,127.001725
2633,????,6,37.548013,127.007055
2638,??,6,37.579661,127.015241
4712,??,UI,37.585286,127.019381
2639,??,6,37.585286,127.019381
2640,??,6,37.586272,127.029005
2641,???,6,37.590508,127.036296
2642,??,6,37.601948,127.041518
2643,???,6,37.606377,127.048491
2644,???,6,37.610537,127.056431
2719,????,7,37.617983,127.07512
2646,????,6,37.617983,127.07512
2647,???,6,37.620064,127.084689
2648,???,6,37.617283,127.091401
2711,??,7,37.700109,127.053196
2713,???,7,37.67785,127.055315
2714,??,7,37.66494,127.057675
2716,??,7,37.644583,127.064303
2717,??,7,37.636352,127.06799
2720,??,7,37.610637,127.077725
2721,??,7,37.602545,127.079264
2722,??,7,37.596362,127.085032
1202,??,K,37.596362,127.085032
1309,??,G,37.596362,127.085032
2723,??,7,37.588579,127.087503
2724,???,7,37.580894,127.088478
2725,???,7,37.573647,127.086727
2726,??,7,37.565923,127.08432
2728,??????,7,37.548014,127.074658
2730,?????,7,37.53154,127.066704
2731,??,7,37.519365,127.05335
1849,????,B,37.517186,127.04128
2732,????,7,37.517186,127.04128
2733,??,7,37.514229,127.031656
2734,??,7,37.511093,127.021415
2735,??,7,37.508178,127.011727
2737,??,7,37.487618,126.993513
2739,??,7,37.484596,126.971251
2740,?????,7,37.496029,126.953822
2742,????,7,37.504898,126.93915
2743,??????,7,37.499701,126.928276
2744,???,7,37.499872,126.920428
2745,??,7,37.50008,126.90993
2747,???,7,37.486056,126.887249
2749,??,7,37.47605,126.867911
2750,?????,7,37.479252,126.854876
2751,??,7,37.486637,126.838713
2753,???,7,37.506207,126.810939
2754,???????,7,37.50538,126.797337
2755,??,7,37.503663,126.787036
2756,???,7,37.503048,126.77596
2757,????,7,37.504631,126.763538
2758,??,7,37.505781,126.753083
2759,?????,7,37.506411,126.742153
2760,???,7,37.506997,126.73128
2811,??,8,37.55021,127.127562
2813,????,8,37.530341,127.120508
2814,????,8,37.517409,127.112359
2816,??,8,37.505431,127.106979
2817,??,8,37.499703,127.112183
2818,????,8,37.492522,127.118234
340,????,3,37.492522,127.118234
2819,??,8,37.485855,127.1225
2820,??,8,37.478703,127.126191
2822,??,8,37.457122,127.149908
2823,??????,8,37.451535,127.159816
2824,?????,8,37.44521,127.156866
2825,??,8,37.440918,127.147564
2826,??,8,37.437428,127.140722
4208,??,A,37.571462,126.735637
3110,??,I,37.571462,126.735637
3111,??,I,37.566379,126.742654
3113,??,I,37.545059,126.738665
3114,??,I,37.543238,126.728128
3115,??????,I,37.538157,126.722597
3116,??,I,37.530415,126.722527
3117,??,I,37.517268,126.721514
3118,????,I,37.508336,126.720548
2761,????,7,37.508336,126.720548
3119,????,I,37.498383,126.722244
3121,??,I,37.485312,126.718247
3122,?????,I,37.477679,126.710208
3123,?????,I,37.467048,126.707938
3221,????,I2,37.457405,126.702221
3124,????,I,37.457405,126.702221
3125,????,I,37.449396,126.701012
3126,?????,I,37.442383,126.699706
3127,?????,I,37.434935,126.698579
3128,??,I,37.426684,126.698863
3129,???,I,37.41804,126.693863
3130,???,I,37.412603,126.687389
1884,???,SU,37.412603,126.687389
3131,??,I,37.404737,126.681015
3132,??,I,37.397878,126.674005
3133,?????,I,37.387855,126.661673
3134,?????,I,37.382268,126.656365
3135,??????,I,37.378384,126.645168
3136,?????,I,37.386007,126.639484
3201,????,I2,37.594877,126.627178
3202,??,I2,37.59518,126.642696
3203,?????,I2,37.60185,126.657108
3204,??,I2,37.597566,126.666998
3206,??,I2,37.585212,126.675844
3208,???,I2,37.561405,126.677566
3209,???????,I2,37.5517,126.677122
3210,???,I2,37.543742,126.676787
3211,??,I2,37.524649,126.675539
3212,??????,I2,37.517054,126.676672
3213,??,I2,37.506193,126.676203
3214,??????,I2,37.506193,126.676203
3215,????,I2,37.4897,126.675208
3216,???,I2,37.484192,126.683673
3217,??????,I2,37.473703,126.68113
3219,????,I2,37.458335,126.681192
3222,?????,I2,37.456805,126.709986
3223,?????,I2,37.45583,126.719298
3224,??,I2,37.454911,126.732094
3225,????,I2,37.448161,126.736939
3226,?????,I2,37.448769,126.752618
3227,??,I2,37.440127,126.75997
4101,??,9,37.578608,126.798153
4103,????,9,37.563726,126.810678
4104,???,9,37.567532,126.816601
4105,????,9,37.567336,126.829497
4106,????,9,37.568381,126.841333
4107,??,9,37.561391,126.854456
4108,??,9,37.557402,126.861939
4109,??,9,37.550632,126.865689
4110,??,9,37.546936,126.874916
4111,???,9,37.544277,126.88308
4112,???,9,37.53802,126.893525
4114,?????,9,37.528105,126.917874
4116,??,9,37.517274,126.928422
4118,??,9,37.512887,126.953222
4119,??,9,37.50877,126.963708
4121,???,9,37.501364,126.987332
4122,???,9,37.503415,126.995925
4124,??,9,37.504206,127.015259
4125,???,9,37.504598,127.02506
4126,??,9,37.507287,127.033868
4128,????,9,37.513011,127.053282
4129,???,9,37.514219,127.060245
3207,??,I2,37.569104,126.673728
4209,??,A,37.569104,126.673728
4210,??????,A,37.555878,126.625327
4211,??,A,37.492904,126.49379
4212,??????,A,37.458366,126.476241
4213,??????,A,37.447464,126.452508
4217,??,A,37.511466,126.5237
4309,??????,S,37.470023,127.03842
4511,???,E,37.237247,127.198781
4512,???·???,E,37.237845,127.209198
4513,??,E,37.24484,127.214251
4514,??,E,37.258965,127.218457
4515,??,E,37.267051,127.21364
4517,??·????,E,37.285342,127.219561
4601,??,U,37.727048,127.052803
4603,??,U,37.728755,127.04353
4604,??????,U,37.737202,127.043257
4605,?????,U,37.739256,127.034781
4606,??,U,37.743302,127.037023
4607,?????,U,37.743676,127.049565
4608,??,U,37.745271,127.056947
4609,??,U,37.748885,127.06362
4610,????????,U,37.75059,127.071495
4611,??,U,37.754025,127.076902
4612,??,U,37.750471,127.083715
4613,??,U,37.742802,127.085035
4614,??,U,37.737279,127.087159
4702,????,UI,,
4706,??,UI,,
4707,?????,UI,,
4708,??,UI,,
4709,??????,UI,,
4710,??,UI,,
4311,??,S,37.394761,127.111217
1501,??,KK,37.394761,127.111217
4314,??,S,37.337928,127.102976
4315,????,S,37.322702,127.095026
4316,??,S,37.313335,127.0801
4317,??,S,37.297664,127.069342
4318,????,S,37.288617,127.051478
4319,??,S,37.30211,127.044483
4502,???,E,37.270161,127.126033
4503,??,E,37.269606,127.136515
4504,??,E,37.274917,127.143714
4505,??,E,37.269043,127.152716
4506,??,E,37.260752,127.159443
4508,??,E,37.242115,127.168075
4509,??·???,E,37.239151,127.178406
4510,???,E,37.237964,127.190294
